model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B, show me a list of ground transportation at boston airport,(atis_ground_service),(atis_ground_service),1,1
Llama-1B, what are all flights from philadelphia to denver on wednesdays,(atis_flight),(atis_flight),1,1
Llama-1B,"Show me flights to Baltimore, including any jet flights between Pittsburgh and Baltimore, and tell me what United Airlines first class airfare flights are available from Denver to Baltimore on July third.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,Please list the flights from Baltimore to San Francisco on Fridays and show me the fares for Delta flights from Dallas to San Francisco.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me all flights and fares from Denver to San Francisco while also showing me flights on Monday from Philadelphia to Boston after 7 AM.,"(atis_airfare, atis_flight)","(atis_flight#atis_airfare, atis_flight)",0,2
Llama-1B, show me the cheapest flights round trip from new york to san jose,(atis_flight),(atis_flight),1,1
Llama-1B,"How many flights does American Airlines have from Boston to Atlanta, and I want a direct flight from Oakland to Boston that leaves on a Wednesday, while also finding out the departure time of the latest flight of United Airlines from Denver to Boston.","(atis_quantity, atis_flight, atis_flight_time)","(atis_quantity, atis_flight, atis_flight_time)",1,3
Llama-1B,"I need a plane that leaves from Baltimore and arrives in San Francisco by 9 o'clock PM on Friday, then continues to Philadelphia.","(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B, what flights from pittsburgh to atlanta on wednesday morning serves breakfast,(atis_flight),(atis_flight),1,1
Llama-1B,"Which airlines fly between Boston and Baltimore, and what is the most expensive flight from Boston to Dallas?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"List all flights from Baltimore to San Francisco on Friday, and also tell me the fare for Delta flight 217 from Dallas to San Francisco.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Give me all flights from Boston to Philadelphia next week arriving after lunch, and tell me how much a flight from Washington to Boston costs.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, show me the evening flights from atlanta to boston,(atis_flight),(atis_flight),1,1
Llama-1B,I would like to see the flights from Denver to Philadelphia and please list the flight times for Boston to Pittsburgh.,"(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,"Please show me airlines with flights from Denver to Philadelphia, and show me all flights from Boston to Denver which arrive before noon on Wednesday.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"I would like to fly to Baltimore, so tell me what the fare is for a one-way trip from Baltimore to Atlanta on November seventh and what ground transportation is available in Baltimore.","(atis_airfare, atis_ground_service, atis_flight)","(atis_airfare, atis_ground_service, atis_flight)",1,3
Llama-1B, can i have a rental car in houston,(atis_ground_service),(atis_ground_service),1,1
Llama-1B, first class fares from dallas to baltimore please,(atis_airfare),(atis_airfare),1,1
Llama-1B,List the airlines that have nonstop afternoon flights from Boston to Oakland while also listing flights between Denver and Pittsburgh.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"What is the fare from San Francisco to Dallas Fort Worth on Delta flight 852, and I would like to fly from Dallas to San Francisco on Saturday arriving before 4 PM, while listing all flights and fares from Atlanta to Dallas round trip after 12 PM for less than 1100 dollars.","(atis_flight, atis_airfare)","(atis_airfare, atis_flight, atis_flight#atis_airfare)",0,3
Llama-1B,"What time are the flights leaving from Denver to Pittsburgh on July seventh, and I also need a flight from Denver to Washington DC on Wednesday while showing me ground transportation in Denver during weekdays.","(atis_flight_time, atis_flight, atis_ground_service)","(atis_flight_time, atis_flight, atis_ground_service)",1,3
Llama-1B,"What is the cheapest fare from Boston to San Francisco, list the flight from Philadelphia to San Francisco on American Airlines, and tell me which airlines fly from Boston to Washington.","(atis_airfare, atis_flight, atis_airline)","(atis_airfare, atis_flight, atis_airline)",1,3
Llama-1B,"I'd like to find the cheapest one-way fare from Baltimore to Denver and know what flights are available from Pittsburgh to Baltimore on July twenty-fifth, 1991.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What is the fare going from Baltimore to Atlanta one way on November seventh, and I would like to see all flights from Baltimore to Philadelphia.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"How many flights go from Dallas to Baltimore on July nineteenth, and can you tell me which flight has the least expensive fare?","(atis_quantity, atis_flight)","(atis_quantity, atis_flight)",1,2
Llama-1B, show me round trips from houston to las vegas nonstop,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the evening flights from Baltimore to Atlanta while also telling me what airlines go from Atlanta to Baltimore and kindly give me the type of aircraft used to fly from Atlanta to Denver.,"(atis_flight, atis_airline, atis_aircraft)","(atis_flight, atis_airline, atis_aircraft)",1,3
Llama-1B, how many flights does each airline have with business class service,(atis_quantity),(atis_quantity),1,1
Llama-1B,Show me the flights from Philadelphia to Dallas with a stop in Atlanta and the ground transportation options available in Atlanta.,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,"Show me a list of flights from Denver to Baltimore on United for August third, and please list all airline flights between Denver and Boston while also showing me the fares on all round trip flights from Pittsburgh to Oakland.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B, i want all flights from atlanta to washington dc on thursday,(atis_flight),(atis_flight),1,1
Llama-1B,"I would like a flight from Philadelphia to Dallas on American Airlines, and I need a first-class ticket on United Airlines from Denver to Baltimore scheduled for December seventeenth while also knowing which airlines serve Denver.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,"What is the ground transportation between the San Francisco airport and the city, and what would be the cost of a round trip from Pittsburgh to San Francisco?","(atis_ground_service, atis_airfare)","(atis_ground_service, atis_airfare)",1,2
Llama-1B,"I want to fly nonstop from Atlanta to Philadelphia and know the schedule of ground transportation from the airport into downtown, while also seeing round trip fares from Baltimore to Philadelphia.","(atis_flight, atis_ground_service, atis_airfare)","(atis_flight, atis_ground_service, atis_airfare)",1,3
Llama-1B, whats the last flight leaving from pittsburgh to oakland,(atis_flight),(atis_flight),1,1
Llama-1B, also show me the first flight from atlanta to denver on a thursday,(atis_flight),(atis_flight),1,1
Llama-1B,Show me what flights are available from Baltimore to Dallas with economy fares while also telling me what ground transportation is available at Baltimore.,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,Show me the airlines with first class flights from Pittsburgh to San Francisco on Friday.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, round trip air fares from baltimore to philadelphia less than 1000 dollars,(atis_airfare),(atis_airfare),1,1
Llama-1B,Show me the flights from Philadelphia to Dallas that stop in Atlanta and indicate which airlines serve Atlanta.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"What type of aircraft is used flying from Atlanta to Denver before 12 noon, and give me information on flights from Atlanta to Washington DC leaving on Thursday before 0900.","(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B,"List the airlines that have nonstop afternoon flights from Boston to Oakland, then list types of planes that fly between Pittsburgh and Baltimore, and show me all flights from Baltimore to Dallas.","(atis_airline, atis_aircraft, atis_flight)","(atis_airline, atis_aircraft, atis_flight)",1,3
Llama-1B,I'd like to know the information for nonstop flights from Boston to Philadelphia and show me fares from Philadelphia to San Francisco on Thursday morning.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show flights between Boston and Philadelphia while also showing me Boston ground transportation.,"(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,"What airlines have flights from Boston to Philadelphia that leave before 6:30 AM, and what flights are provided by American Airlines?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Are there any turboprop flights from Pittsburgh to Baltimore on December seventeenth, and show me the fare for US flight 3357 from Philadelphia to Baltimore.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I would like to fly from Atlanta to Denver on September fifteenth, so what's the name of the Denver airport?","(atis_airport, atis_flight)","(atis_airport, atis_flight)",1,2
Llama-1B,I want to fly from Boston to San Francisco and I'd like to know what type of plane flies from Boston to Dallas Fort Worth after 5:30.,"(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,List all round trip fares from Phoenix to Washington while also showing flights from Phoenix to Newark on Wednesday.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Please show me airlines with service from Boston to Denver, find the first flight from Atlanta to Boston leaving on Thursday, September fifth, and give me the cheapest round trip airfare from Atlanta to Philadelphia on August the first.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"How much does it cost to fly from Boston to Baltimore on a Saturday, and find a flight from Oakland to Boston leaving after midnight.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"I would like a flight between Boston and Atlanta on any day at one in the afternoon, and can you show me one way economy fares from Dallas to Atlanta?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Please give me the flight times for flights from Boston to Baltimore in the morning before 8 and list the flights arriving in Baltimore from Denver on August third.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,Please find me a flight between Boston and Philadelphia that arrives close to 5 PM and tell me what type of aircraft is leaving Philadelphia to Dallas.,"(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B, list all flights on continental leaving denver,(atis_flight),(atis_flight),1,1
Llama-1B, what is the cheapest flight from atlanta to pittsburgh one way,(atis_flight),(atis_flight),1,1
Llama-1B,"What flights are available between Philadelphia and Denver on September sixteenth, and what kind of aircraft is used on a flight from Cleveland to Dallas?","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B, how much is a first class ticket from washington to san francisco leaving on friday,(atis_airfare),(atis_airfare),1,1
Llama-1B, show me the flights on continental from indianapolis to san diego in the afternoon tomorrow,(atis_flight),(atis_flight),1,1
Llama-1B,"I'm looking for a flight from Pittsburgh to San Francisco, show me the cheapest one-way fares from San Diego to Miami, and when leaving Philadelphia for San Francisco with a stop in Dallas on American Airlines in first class, please tell me what type of aircraft will be used.","(atis_flight, atis_airfare, atis_aircraft)","(atis_flight, atis_airfare, atis_aircraft)",1,3
Llama-1B,"What airlines fly from Philadelphia to San Francisco, and instead of Denver, can I have the same flight from Toronto to San Diego but stopping in Dallas Fort Worth?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Give me the flights and fares on December twenty-seventh from Indianapolis to Orlando, and I'd like to have some information on a ticket from Denver to Pittsburgh and Atlanta, while I am also interested in a flight that runs from St. Louis to Las Vegas.","(atis_airfare, atis_flight)","(atis_flight#atis_airfare, atis_airfare, atis_flight)",0,3
Llama-1B,Show ground transportation in Denver and tell me the name of the airport there; now I'd like information on flights from Denver to San Francisco.,"(atis_ground_service, atis_airport, atis_flight)","(atis_ground_service, atis_airport, atis_flight)",1,3
Llama-1B, list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,(atis_flight),(atis_flight),1,1
Llama-1B,"I would like the cheapest flight from Boston to San Francisco, and do you have the fare for traveling from Oakland Airport to Oakland Downtown?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What is the first flight from Boston to Atlanta and the last flight from Atlanta to Boston, and does any airline have an afternoon flight from Atlanta to Boston?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Hi, I'd like to fly from Columbus to Phoenix with a stop in Cincinnati along the way, and show me the airlines between Toronto and Denver.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, what time are the flights from baltimore to san francisco,(atis_flight_time),(atis_flight_time),1,1
Llama-1B,"Show me the flights from Pittsburgh to San Francisco on Friday, list airlines serving between Denver and San Francisco, and tell me what time the last flight from Washington to San Francisco is.","(atis_flight, atis_airline, atis_flight_time)","(atis_flight, atis_airline, atis_flight_time)",1,3
Llama-1B, im traveling to dallas from philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B, list flights from philadelphia to dallas that stop in atlanta,(atis_flight),(atis_flight),1,1
Llama-1B, i would like the cheapest flight from pittsburgh to atlanta leaving april twenty fifth and returning may sixth,(atis_flight),(atis_flight),1,1
Llama-1B, id like to fly from philadelphia to san francisco through dallas,(atis_flight),(atis_flight),1,1
Llama-1B, what are all the flights available between pittsburgh and dallas fort worth,(atis_flight),(atis_flight),1,1
Llama-1B,What is the cost of United Airlines flight 415 from Chicago to Kansas City Thursday night and please give me the United Airlines first class flights from Denver to Baltimore.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, display all flights from san francisco to boston on august eighth,(atis_flight),(atis_flight),1,1
Llama-1B,What is the airfare from Pittsburgh to Atlanta while listing flights between Denver and Pittsburgh and showing me the flight schedule from Pittsburgh to San Francisco?,"(atis_airfare, atis_flight, atis_flight_time)","(atis_airfare, atis_flight, atis_flight_time)",1,3
Llama-1B,Please provide information on a flight from San Francisco to Philadelphia and let me know if there is an airline that has a flight from Philadelphia to San Francisco with a stop in Dallas.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Okay, I need to get a flight from Houston to Seattle, and also, what is the fare for flights from Denver to Atlanta?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What flights from Philadelphia to Atlanta are available, and is there transportation from the Atlanta airport to downtown Atlanta?","(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,Please list the fares of Midway Airlines flights from Boston to Philadelphia and show me United nonstop flights between Boston and San Francisco departing around 5 in the evening.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Give me the flights from Phoenix to Milwaukee on Wednesday, please tell me how many nonstop flights there are from Boston to Atlanta, and show me the price of a flight to Washington from Atlanta on Thursday morning.","(atis_flight, atis_quantity, atis_airfare)","(atis_flight, atis_quantity, atis_airfare)",1,3
Llama-1B,I would like to fly from Denver to Pittsburgh then check the flight schedule of the F28 from Pittsburgh to Baltimore.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"I wish to fly from Boston to Washington, so please find an airline for me, and tell me what it costs to fly from Boston to Oakland on United Airlines.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, give me the flights from pittsburgh to los angeles thursday evening,(atis_flight),(atis_flight),1,1
Llama-1B,"Show all airlines with flights between Denver and Dallas, find a flight from Charlotte to Las Vegas that stops in St. Louis and serves dinner while also identifying the airline for this flight, and show me the fare for Delta flight 296 from Atlanta to Philadelphia.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B, can i fly from boston to baltimore washington,(atis_flight),(atis_flight),1,1
Llama-1B,Show me round trip air fares from Baltimore to Philadelphia that are less than 1000 dollars and flights from Boston to Philadelphia on a Monday.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Please give me fares from Denver to Philadelphia, and I would like a flight from Oakland to Philadelphia at one in the afternoon arriving at 5 PM; additionally, on United Airlines, give me the flight times from Boston to Dallas.","(atis_airfare, atis_flight, atis_flight_time)","(atis_airfare, atis_flight, atis_flight_time)",1,3
Llama-1B, what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas,(atis_aircraft),(atis_aircraft),1,1
Llama-1B,"Could you give me the schedule of flights for American and Delta to DFW on August fifteenth while providing information on flights for Tuesday leaving Baltimore for Dallas, Dallas to Boston, and Boston to Baltimore?","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Now show me the flights from Denver to Atlanta, show me round trip fares from Denver to Philadelphia, and tell me what type of aircraft Eastern flies from Atlanta to Denver before 6 PM.","(atis_flight, atis_airfare, atis_aircraft)","(atis_flight, atis_airfare, atis_aircraft)",1,3
Llama-1B, please show me continental flights from san francisco to pittsburgh on friday,(atis_flight),(atis_flight),1,1
Llama-1B,Please list the flights that leave Dallas on Tuesday morning and arrive in Atlanta while also telling me the cheapest round trip fare between Dallas and Baltimore.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, in economy class from dallas to baltimore arriving july seventh id like to know whats the cheapest ticket possible,(atis_airfare),(atis_airfare),1,1
Llama-1B,Provide details on the flight from Oakland to Boston leaving after midnight and also tell me the arrival time in San Francisco for the 7:55 AM flight leaving Washington.,"(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,"How many United flights are there to San Francisco, provide details for flights from Chicago to San Francisco on Continental, and let me know the cost to fly from Boston to San Francisco on United Airlines flight 21.","(atis_quantity, atis_flight, atis_airfare)","(atis_quantity, atis_flight, atis_airfare)",1,3
Llama-1B, does american airlines fly from atlanta to philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B, id like to take a flight that begins in boston and lands at dallas fort worth but id like to stop over in philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B,Please tell me what airlines have flights from Baltimore to Seattle and how many nonstop flights there are from Boston to Atlanta.,"(atis_airline, atis_quantity)","(atis_airline, atis_quantity)",1,2
Llama-1B,I need a flight from Philadelphia to San Francisco next Wednesday while also showing me the airlines that fly from San Francisco to Boston.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"I want to fly from Boston to San Francisco, and I would like to make a one-way flight from Boston to Atlanta, so will you tell me how much the cheapest fare is, and please show me airlines with flights from Pittsburgh to Boston.","(atis_flight, atis_airfare, atis_airline)","(atis_flight, atis_flight#atis_airfare, atis_airline)",0,3
Llama-1B,"Show me the flights from Denver that go to Pittsburgh and then Atlanta, and please give me the flight times for flying from Boston to Baltimore in the morning before 8.","(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,Please give me flights available from Denver to Philadelphia and let me know which airlines serve Denver.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, what is fare class h,(atis_abbreviation),(atis_abbreviation),1,1
Llama-1B,"I need fares between Atlanta and Boston, and flights leaving from Atlanta and arriving in Philadelphia on Wednesday morning.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,What are the fares from Dallas to San Francisco on flight DL 217 and list flights tomorrow from San Diego to Phoenix.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, show flights from pittsburgh into san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,"Now I'd like a schedule for flights on Tuesday morning from Dallas Fort Worth to Atlanta, while also checking if there's a meal on Delta flight 852 from San Francisco to Dallas Fort Worth, and I need a flight tonight from Charlotte to Las Vegas with a stop in St. Louis, including dinner.","(atis_flight_time, atis_meal, atis_flight)","(atis_flight_time, atis_meal, atis_flight)",1,3
Llama-1B, flight numbers from minneapolis to long beach on june twenty six,(atis_flight_no),(atis_flight_no),1,1
Llama-1B,"Show me fares from Seattle to Minneapolis, and what are my options for a Minneapolis back to Indianapolis flight around noontime.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I would like flights between Boston and Atlanta on July eleventh departing at one in the afternoon, and please inform me of the type of aircraft used on a flight from Atlanta to Denver before 12 o'clock noon, while also telling me what time the earliest flight from Atlanta to Denver leaves.","(atis_flight, atis_flight_time, atis_aircraft)","(atis_flight, atis_flight_time, atis_aircraft)",1,3
Llama-1B,"I need to fly from Boston to Denver, then to San Francisco and back, while finding the cheapest fare from Boston to San Francisco and arranging ground transportation from the airport in Boston to downtown Boston.","(atis_flight, atis_airfare, atis_ground_service)","(atis_flight, atis_airfare, atis_ground_service)",1,3
Llama-1B,Show me the round trip tickets from Baltimore to Atlanta and all flights from Pittsburgh to Baltimore tomorrow.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Show me flights from Pittsburgh to Atlanta on Monday morning and tell me what the fare is for a one-way flight from Boston to Atlanta while checking if there is transportation from the Atlanta airport to downtown Atlanta.,"(atis_flight, atis_airfare, atis_ground_service)","(atis_flight, atis_airfare, atis_ground_service)",1,3
Llama-1B,"What is the last flight from Washington to Boston, and does any airline have an afternoon flight from Boston to Oakland?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Show flights from Pittsburgh to Oakland connecting through Denver and provide fare information from Denver to Pittsburgh.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What is the earliest departure time from Boston to Denver, and what ground transportation is available between the airport and downtown in Boston?","(atis_ground_service, atis_flight_time)","(atis_ground_service, atis_flight_time)",1,2
Llama-1B,"I would like a flight from Philadelphia to San Francisco with a stop in Dallas, and please tell me the first class fare for a round trip from Dallas to Denver.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Please give me the cheapest flight from Denver to Pittsburgh while also finding the cheapest one-way fare from Boston to Denver.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"How much does it cost to fly from Atlanta to San Francisco, show me times for flights from San Francisco to Atlanta, and find me a flight from Boston to San Francisco with a layover in Denver.","(atis_airfare, atis_flight_time, atis_flight)","(atis_airfare, atis_flight_time, atis_flight)",1,3
Llama-1B,"Please arrange an afternoon flight for me from Boston to Oakland if available, while also booking a flight from Denver to San Francisco on US Air.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,Show me airlines going from Pittsburgh to Denver and then continuing to San Francisco on Monday while also showing me all flights from Baltimore to Dallas.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,I need fare information from Denver to Pittsburgh while now showing me the flights from Denver to Philadelphia on a Saturday.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"I want to go and take a plane in Atlanta and fly to Boston, and also show me one-way flights from Milwaukee to Orlando leaving on Wednesday morning.","(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B, nonstop flights seattle to boston,(atis_flight),(atis_flight),1,1
Llama-1B,Please show me flights from Dallas to Atlanta on Monday while also showing me the available ground transportation in Dallas.,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,"I would like to fly US Air from Orlando to Cleveland in the late evening, so what do you have available and what airlines are there?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"What is the flight number of the earliest flight between Boston and Washington DC, which companies fly between Boston and Oakland, and what is the last flight from Atlanta to Boston?","(atis_flight_no, atis_airline, atis_flight)","(atis_flight_no, atis_airline, atis_flight)",1,3
Llama-1B, i would like some information on the earliest flights you have leaving atlanta arriving in denver,(atis_flight),(atis_flight),1,1
Llama-1B,What airlines fly from Philadelphia to San Francisco and which flights go from Philadelphia to San Francisco while also showing me fares from Baltimore to Philadelphia?,"(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"Show me flights from Milwaukee to Phoenix leaving Saturday or Sunday, and also what airlines have flights from Boston to Philadelphia that leave before 6:30 AM.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, show me the nonstop flights from dallas to houston,(atis_flight),(atis_flight),1,1
Llama-1B,What are all flights from Boston to Denver and what's the lowest round trip fare from Denver to Atlanta?,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Are there any flights available from Baltimore to Dallas Monday afternoon, and how far is Dallas from the Dallas Fort Worth Airport?","(atis_distance, atis_flight)","(atis_distance, atis_flight)",1,2
Llama-1B,"Show me airlines between Boston and San Francisco, provide information on a flight from San Francisco to Philadelphia, and show me all flights and fares from Dallas to San Francisco.","(atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_flight#atis_airfare)",0,3
Llama-1B, flight information on january twenty third from denver to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,I need information on a flight from Washington to Fort Worth and show me the airlines that fly from Toronto to San Francisco.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Which airlines fly from Boston to Washington DC with a stopover in another city, and I want to fly from Boston to Denver with a stop in Philadelphia.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Is there a flight from Atlanta to San Francisco which connects in Dallas, and I would like to find out the ground travel available in Atlanta?","(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,Show me the flights from Atlanta to Philadelphia and tell me the fare for DL 296 from Denver to Philadelphia.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Please give me flights from Atlanta to Boston on Wednesday and Thursday while showing me ground transportation in Boston and how much it costs to travel from Boston airport to downtown.,"(atis_airfare, atis_ground_service, atis_flight)","(atis_airfare, atis_ground_service, atis_flight)",1,3
Llama-1B, what is the ground transportation between airport and baltimore,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,Show me the flights from Miami to San Diego with one stop in Denver and tell me how many American Airlines flights leave Denver on June tenth.,"(atis_flight, atis_quantity)","(atis_flight, atis_quantity)",1,2
Llama-1B,I'd like a first class flight from Denver to Baltimore on January first while also seeing the cheapest fare from Dallas to Baltimore.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,What airlines go from Atlanta to Baltimore and list the flights arriving in Atlanta from Baltimore before noon on August fourth.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B, find travel arrangements for a round trip flight from boston to pittsburgh arriving after 8 pm,(atis_flight),(atis_flight),1,1
Llama-1B,"Please list the flights from New York to Los Angeles, tell me what airlines fly between Boston and Atlanta, and provide the costs of flights from Dallas to Boston tomorrow.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"Please list all airline flights between Denver and Boston, show me any United flights including connections between Boston and San Francisco at 5 in the evening, and tell me how much a US Air Boston to Pittsburgh daily nonstop flight costs.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,"I would like a ticket leaving from Denver, Colorado, to Atlanta, Georgia, with a stop in Pittsburgh, so please tell me what time the flights are leaving from Denver to Pittsburgh on July seventh, and I want a flight from San Francisco to Denver leaving San Francisco in the afternoon and arriving in Denver around 5 in the afternoon.","(atis_airfare, atis_flight_time, atis_flight)","(atis_airfare, atis_flight_time, atis_flight)",1,3
Llama-1B,"I'd like to book a flight on American Airlines from Boston to San Francisco with one stop in Pittsburgh, and please list all airline flights between Denver and Boston.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"What is your least expensive fare between Atlanta and Boston, and which flights from Pittsburgh to Atlanta have the lowest coach class fares?","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"I need to fly leaving Philadelphia to Atlanta, and please inform me of the type of aircraft used on a flight from Atlanta to Denver before 12 o'clock noon.","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,Can you list the cheapest round trip fare from Orlando to Kansas City and I want to fly from Milwaukee to Orlando.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"On the flight from Baltimore to San Francisco on US Air leaving at 4:20 and the 8 AM flight from San Francisco to Atlanta, what type of aircraft is used?","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B, give me the flights leaving denver august ninth coming back to boston,(atis_flight),(atis_flight),1,1
Llama-1B, first class price san francisco pittsburgh round trip,(atis_airfare),(atis_airfare),1,1
